TLL05_bin_26_filtered_results_setID_2_seq	ISOSDB32
TLL05_bin_54_filtered_results_setID_3_seq	ISOSDB33
TLL05_bin_54_filtered_results_setID_3_seq_5	ISOSDB34
TLL05_bin_68_filtered_results_setID_2_seq_3	ISOSDB35
TLL05_bin_88_filtered_results_setID_2_seq	ISOSDB36
TLL05_bin_88_filtered_results_setID_2_seq_2	ISOSDB37
TLL06_bin_101_filtered_results_setID_2_seq_9	ISOSDB38
TLL06_bin_115_filtered_results_setID_6_seq	ISOSDB39
TLL06_bin_21_filtered_results_setID_3_seq_6	ISOSDB40
TLL06_bin_21_filtered_results_setID_5_seq_2	ISOSDB41
TLL06_bin_26_filtered_results_setID_1_seq_2	ISOSDB42
TLL06_bin_2_filtered_results_setID_2_seq	ISOSDB43
TLL06_bin_48_filtered_results_setID_4_seq	ISOSDB44
TLL06_bin_60_filtered_results_setID_5_seq	ISOSDB45
TLL06_bin_64_filtered_results_setID_2_seq	ISOSDB46
TLL06_bin_65_filtered_results_setID_4_seq	ISOSDB47
TLL06_bin_65_filtered_results_setID_6_seq	ISOSDB48
TLL07_bin_37_filtered_results_setID_3_seq	ISOSDB49
TLL07_bin_49_filtered_results_setID_3_seq_4	ISOSDB50
TLL07_bin_53_filtered_results_setID_1_seq	ISOSDB51
TLL08_bin_3_filtered_results_setID_3_seq	ISOSDB52
TLL08_bin_45_filtered_results_setID_1_seq	ISOSDB53
TLL08_bin_79_filtered_results_setID_4_seq	ISOSDB54
TLL08_bin_79_filtered_results_setID_5_seq_11	ISOSDB55
TLL08_bin_79_filtered_results_setID_5_seq_12	ISOSDB56
TLL08_bin_79_filtered_results_setID_7_seq_3	ISOSDB57
TLL08_bin_79_filtered_results_setID_9_seq	ISOSDB58
TLL08_bin_79_filtered_results_setID_9_seq_2	ISOSDB59
TLL09_bin_14_filtered_results_setID_1_seq	ISOSDB60
TLL09_bin_16_filtered_results_setID_1_seq	ISOSDB61
TLL09_bin_17_filtered_results_setID_1_seq	ISOSDB62
TLL09_bin_17_filtered_results_setID_2_seq	ISOSDB63
TLL09_bin_1_filtered_results_setID_2_seq	ISOSDB64
TLL09_bin_21_filtered_results_setID_2_seq	ISOSDB65
TLL09_bin_26_filtered_results_setID_3_seq_12	ISOSDB66
TLL09_bin_30_filtered_results_setID_1_seq	ISOSDB67
TLL09_bin_30_filtered_results_setID_5_seq_2	ISOSDB68
TLL09_bin_31_filtered_results_setID_2_seq_2	ISOSDB69
TLL09_bin_35_filtered_results_setID_1_seq	ISOSDB70
TLL09_bin_35_filtered_results_setID_5_seq	ISOSDB71
TLL09_bin_37_filtered_results_setID_1_seq	ISOSDB72
TLL09_bin_41_filtered_results_setID_4_seq	ISOSDB73
TLL09_bin_4_filtered_results_setID_2_seq	ISOSDB74
TLL09_bin_4_filtered_results_setID_4_seq	ISOSDB75
TLL09_bin_6_filtered_results_setID_2_seq_5	ISOSDB76
TLL09_bin_8_filtered_results_setID_2_seq	ISOSDB77
TLL09_bin_8_filtered_results_setID_6_seq	ISOSDB78
TLL09_bin_8_filtered_results_setID_9_seq	ISOSDB79
TLL09_bin_9_filtered_results_setID_2_seq	ISOSDB80
TLL100_bin_100_filtered_results_setID_1_seq_8	ISOSDB81
TLL100_bin_11_filtered_results_setID_4_seq	ISOSDB82
TLL100_bin_15_filtered_results_setID_1_seq	ISOSDB83
TLL100_bin_62_filtered_results_setID_1_seq	ISOSDB84
TLL100_bin_70_filtered_results_setID_2_seq	ISOSDB85
TLL100_bin_72_filtered_results_setID_2_seq_2	ISOSDB86
TLL100_bin_80_filtered_results_setID_1_seq	ISOSDB87
TLL100_bin_93_filtered_results_setID_6_seq_2	ISOSDB88
TLL100_bin_93_filtered_results_setID_6_seq_10	ISOSDB89
TLL100_bin_93_filtered_results_setID_6_seq_13	ISOSDB90
TLL101_bin_1_filtered_results_setID_2_seq	ISOSDB91
TLL101_bin_31_filtered_results_setID_1_seq	ISOSDB92
TLL101_bin_31_filtered_results_setID_1_seq_2	ISOSDB93
TLL101_bin_31_filtered_results_setID_3_seq	ISOSDB94
TLL102_bin_101_filtered_results_setID_1_seq	ISOSDB95
TLL102_bin_103_filtered_results_setID_1_seq_3	ISOSDB96
TLL102_bin_11_filtered_results_setID_2_seq	ISOSDB97
TLL102_bin_13_filtered_results_setID_1_seq	ISOSDB98
TLL102_bin_18_filtered_results_setID_1_seq	ISOSDB99
TLL102_bin_53_filtered_results_setID_1_seq	ISOSDB100
TLL102_bin_59_filtered_results_setID_1_seq	ISOSDB101
TLL102_bin_5_filtered_results_setID_2_seq	ISOSDB102
TLL102_bin_61_filtered_results_setID_1_seq_2	ISOSDB103
TLL102_bin_61_filtered_results_setID_2_seq	ISOSDB104
TLL102_bin_65_filtered_results_setID_1_seq	ISOSDB105
TLL102_bin_68_filtered_results_setID_1_seq	ISOSDB106
TLL102_bin_68_filtered_results_setID_2_seq	ISOSDB107
TLL102_bin_68_filtered_results_setID_4_seq	ISOSDB108
TLL102_bin_77_filtered_results_setID_1_seq	ISOSDB109
TLL102_bin_77_filtered_results_setID_2_seq	ISOSDB110
TLL102_bin_77_filtered_results_setID_3_seq	ISOSDB111
TLL103_bin_16_filtered_results_setID_8_seq_3	ISOSDB112
TLL103_bin_16_filtered_results_setID_10_seq	ISOSDB113
TLL103_bin_16_filtered_results_setID_10_seq_2	ISOSDB114
TLL103_bin_19_filtered_results_setID_2_seq_3	ISOSDB115
TLL103_bin_19_filtered_results_setID_3_seq	ISOSDB116
TLL103_bin_29_filtered_results_setID_2_seq_7	ISOSDB117
TLL103_bin_29_filtered_results_setID_3_seq	ISOSDB118
TLL103_bin_29_filtered_results_setID_10_seq	ISOSDB119
TLL103_bin_33_filtered_results_setID_1_seq	ISOSDB120
TLL103_bin_39_filtered_results_setID_2_seq	ISOSDB121
TLL103_bin_5_filtered_results_setID_4_seq	ISOSDB122
TLL104_bin_11_filtered_results_setID_2_seq	ISOSDB123
TLL104_bin_18_filtered_results_setID_2_seq	ISOSDB124
TLL104_bin_18_filtered_results_setID_4_seq	ISOSDB125
TLL104_bin_18_filtered_results_setID_10_seq_2	ISOSDB126
TLL104_bin_18_filtered_results_setID_11_seq_2	ISOSDB127
TLL104_bin_18_filtered_results_setID_13_seq	ISOSDB128
TLL104_bin_49_filtered_results_setID_3_seq_3	ISOSDB129
TLL104_bin_49_filtered_results_setID_4_seq	ISOSDB130
TLL104_bin_51_filtered_results_setID_1_seq	ISOSDB131
TLL104_bin_55_filtered_results_setID_3_seq	ISOSDB132
TLL105_bin_33_filtered_results_setID_1_seq	ISOSDB133
TLL105_bin_49_filtered_results_setID_1_seq	ISOSDB134
TLL105_bin_49_filtered_results_setID_2_seq	ISOSDB135
TLL105_bin_65_filtered_results_setID_1_seq	ISOSDB136
TLL105_bin_7_filtered_results_setID_2_seq_4	ISOSDB137
TLL105_bin_7_filtered_results_setID_5_seq	ISOSDB138
TLL106_bin_101_filtered_results_setID_1_seq	ISOSDB139
TLL106_bin_107_filtered_results_setID_3_seq	ISOSDB140
TLL106_bin_11_filtered_results_setID_1_seq	ISOSDB141
TLL106_bin_37_filtered_results_setID_1_seq	ISOSDB142
TLL106_bin_49_filtered_results_setID_5_seq	ISOSDB143
TLL106_bin_49_filtered_results_setID_5_seq_2	ISOSDB144
TLL106_bin_49_filtered_results_setID_5_seq_3	ISOSDB145
TLL106_bin_49_filtered_results_setID_5_seq_4	ISOSDB146
TLL106_bin_49_filtered_results_setID_8_seq_2	ISOSDB147
TLL106_bin_69_filtered_results_setID_2_seq	ISOSDB148
TLL106_bin_6_filtered_results_setID_1_seq	ISOSDB149
TLL106_bin_6_filtered_results_setID_3_seq	ISOSDB150
TLL106_bin_76_filtered_results_setID_2_seq_9	ISOSDB151
TLL106_bin_76_filtered_results_setID_7_seq	ISOSDB152
TLL106_bin_84_filtered_results_setID_1_seq	ISOSDB153
TLL106_bin_85_filtered_results_setID_8_seq_7	ISOSDB154
TLL106_bin_85_filtered_results_setID_9_seq	ISOSDB155
TLL106_bin_90_filtered_results_setID_1_seq	ISOSDB156
TLL106_bin_94_filtered_results_setID_1_seq	ISOSDB157
TLL106_bin_95_filtered_results_setID_4_seq_4	ISOSDB158
TLL107_bin_18_filtered_results_setID_3_seq	ISOSDB159
TLL107_bin_24_filtered_results_setID_1_seq	ISOSDB160
TLL107_bin_29_filtered_results_setID_4_seq	ISOSDB161
TLL107_bin_45_filtered_results_setID_2_seq_2	ISOSDB162
TLL107_bin_54_filtered_results_setID_1_seq	ISOSDB163
TLL107_bin_66_filtered_results_setID_4_seq_2	ISOSDB164
TLL108_bin_14_filtered_results_setID_3_seq_3	ISOSDB165
TLL108_bin_31_filtered_results_setID_1_seq	ISOSDB166
TLL108_bin_31_filtered_results_setID_3_seq	ISOSDB167
TLL109_bin_11_filtered_results_setID_2_seq	ISOSDB168
TLL109_bin_20_filtered_results_setID_1_seq	ISOSDB169
TLL109_bin_29_filtered_results_setID_1_seq	ISOSDB170
TLL10_bin_26_filtered_results_setID_2_seq_4	ISOSDB171
TLL10_bin_32_filtered_results_setID_1_seq_3	ISOSDB172
TLL10_bin_3_filtered_results_setID_2_seq	ISOSDB173
TLL10_bin_42_filtered_results_setID_5_seq	ISOSDB174
TLL10_bin_42_filtered_results_setID_5_seq_2	ISOSDB175
TLL10_bin_73_filtered_results_setID_3_seq	ISOSDB176
TLL10_bin_73_filtered_results_setID_4_seq_3	ISOSDB177
TLL10_bin_73_filtered_results_setID_6_seq	ISOSDB178
TLL11_bin_104_filtered_results_setID_10_seq	ISOSDB179
TLL11_bin_107_filtered_results_setID_1_seq_8	ISOSDB180
TLL11_bin_30_filtered_results_setID_1_seq_3	ISOSDB181
TLL11_bin_38_filtered_results_setID_6_seq	ISOSDB182
TLL11_bin_46_filtered_results_setID_1_seq	ISOSDB183
TLL11_bin_51_filtered_results_setID_2_seq	ISOSDB184
TLL11_bin_67_filtered_results_setID_1_seq	ISOSDB185
TLL11_bin_79_filtered_results_setID_2_seq	ISOSDB186
TLL11_bin_89_filtered_results_setID_2_seq	ISOSDB187
TLL11_bin_9_filtered_results_setID_3_seq_2	ISOSDB188
TLL11_bin_9_filtered_results_setID_4_seq	ISOSDB189
TLL12_bin_26_filtered_results_setID_1_seq	ISOSDB190
TLL12_bin_35_filtered_results_setID_1_seq_15	ISOSDB191
TLL12_bin_36_filtered_results_setID_1_seq	ISOSDB192
TLL12_bin_36_filtered_results_setID_2_seq_3	ISOSDB193
TLL12_bin_54_filtered_results_setID_1_seq	ISOSDB194
TLL12_bin_59_filtered_results_setID_2_seq	ISOSDB195
TLL12_bin_5_filtered_results_setID_2_seq	ISOSDB196
TLL12_bin_66_filtered_results_setID_1_seq	ISOSDB197
TLL12_bin_77_filtered_results_setID_3_seq	ISOSDB198
TLL12_bin_82_filtered_results_setID_3_seq	ISOSDB199
TLL12_bin_94_filtered_results_setID_3_seq	ISOSDB200
TLL13_bin_113_filtered_results_setID_2_seq	ISOSDB201
TLL13_bin_11_filtered_results_setID_7_seq	ISOSDB202
TLL13_bin_24_filtered_results_setID_2_seq_3	ISOSDB203
TLL13_bin_30_filtered_results_setID_1_seq	ISOSDB204
TLL13_bin_31_filtered_results_setID_3_seq	ISOSDB205
TLL13_bin_41_filtered_results_setID_4_seq_2	ISOSDB206
TLL13_bin_4_filtered_results_setID_2_seq	ISOSDB207
TLL13_bin_53_filtered_results_setID_2_seq	ISOSDB208
TLL13_bin_71_filtered_results_setID_1_seq	ISOSDB209
TLL13_bin_95_filtered_results_setID_1_seq	ISOSDB210
TLL13_bin_95_filtered_results_setID_2_seq	ISOSDB211
TLL14_bin_101_filtered_results_setID_3_seq	ISOSDB212
TLL14_bin_12_filtered_results_setID_2_seq	ISOSDB213
TLL14_bin_13_filtered_results_setID_7_seq_5	ISOSDB214
TLL14_bin_16_filtered_results_setID_3_seq	ISOSDB215
TLL14_bin_16_filtered_results_setID_3_seq_3	ISOSDB216
TLL14_bin_17_filtered_results_setID_5_seq	ISOSDB217
TLL14_bin_44_filtered_results_setID_1_seq	ISOSDB218
TLL14_bin_48_filtered_results_setID_2_seq	ISOSDB219
TLL14_bin_85_filtered_results_setID_1_seq	ISOSDB220
TLL14_bin_90_filtered_results_setID_6_seq	ISOSDB221
TLL14_bin_93_filtered_results_setID_4_seq_6	ISOSDB222
TLL15_bin_11_filtered_results_setID_2_seq	ISOSDB223
TLL15_bin_16_filtered_results_setID_2_seq	ISOSDB224
TLL15_bin_1_filtered_results_setID_2_seq	ISOSDB225
TLL15_bin_27_filtered_results_setID_2_seq	ISOSDB226
TLL15_bin_2_filtered_results_setID_9_seq	ISOSDB227
TLL15_bin_44_filtered_results_setID_2_seq	ISOSDB228
TLL15_bin_48_filtered_results_setID_1_seq	ISOSDB229
TLL15_bin_50_filtered_results_setID_2_seq	ISOSDB230
TLL15_bin_6_filtered_results_setID_1_seq	ISOSDB231
TLL16_bin_10_filtered_results_setID_1_seq_2	ISOSDB232
TLL16_bin_21_filtered_results_setID_1_seq_3	ISOSDB233
TLL16_bin_42_filtered_results_setID_4_seq_2	ISOSDB234
TLL16_bin_53_filtered_results_setID_2_seq_3	ISOSDB235
TLL16_bin_58_filtered_results_setID_1_seq	ISOSDB236
TLL16_bin_80_filtered_results_setID_4_seq	ISOSDB237
TLL16_bin_80_filtered_results_setID_6_seq	ISOSDB238
TLL16_bin_81_filtered_results_setID_1_seq_17	ISOSDB239
TLL16_bin_88_filtered_results_setID_1_seq	ISOSDB240
TLL16_bin_97_filtered_results_setID_1_seq	ISOSDB241
TLL17_bin_27_filtered_results_setID_1_seq	ISOSDB242
TLL17_bin_27_filtered_results_setID_1_seq_2	ISOSDB243
TLL17_bin_29_filtered_results_setID_1_seq	ISOSDB244
TLL17_bin_40_filtered_results_setID_2_seq_4	ISOSDB245
TLL17_bin_4_filtered_results_setID_1_seq	ISOSDB246
TLL17_bin_50_filtered_results_setID_2_seq	ISOSDB247
TLL17_bin_72_filtered_results_setID_2_seq_2	ISOSDB248
TLL18_bin_120_filtered_results_setID_2_seq	ISOSDB249
TLL18_bin_121_filtered_results_setID_2_seq_5	ISOSDB250
TLL18_bin_121_filtered_results_setID_3_seq	ISOSDB251
TLL18_bin_146_filtered_results_setID_2_seq	ISOSDB252
TLL18_bin_16_filtered_results_setID_1_seq_3	ISOSDB253
TLL18_bin_29_filtered_results_setID_1_seq	ISOSDB254
TLL18_bin_65_filtered_results_setID_1_seq_3	ISOSDB255
TLL18_bin_6_filtered_results_setID_3_seq	ISOSDB256
TLL18_bin_6_filtered_results_setID_4_seq	ISOSDB257
TLL18_bin_80_filtered_results_setID_1_seq	ISOSDB258
TLL18_bin_90_filtered_results_setID_2_seq	ISOSDB259
TLL18_bin_94_filtered_results_setID_1_seq	ISOSDB260
TLL18_bin_94_filtered_results_setID_8_seq_4	ISOSDB261
TLL19_bin_13_filtered_results_setID_2_seq	ISOSDB262
TLL19_bin_18_filtered_results_setID_7_seq	ISOSDB263
TLL19_bin_18_filtered_results_setID_10_seq	ISOSDB264
TLL19_bin_33_filtered_results_setID_1_seq	ISOSDB265
TLL19_bin_33_filtered_results_setID_3_seq	ISOSDB266
TLL20_bin_64_filtered_results_setID_3_seq	ISOSDB267
TLL20_bin_67_filtered_results_setID_3_seq_8	ISOSDB268
TLL20_bin_7_filtered_results_setID_1_seq	ISOSDB269
TLL21_bin_19_filtered_results_setID_1_seq_6	ISOSDB270
TLL21_bin_3_filtered_results_setID_2_seq	ISOSDB271
TLL21_bin_3_filtered_results_setID_7_seq	ISOSDB272
TLL21_bin_52_filtered_results_setID_2_seq	ISOSDB273
TLL21_bin_53_filtered_results_setID_3_seq_4	ISOSDB274
TLL21_bin_53_filtered_results_setID_5_seq	ISOSDB275
TLL21_bin_53_filtered_results_setID_7_seq	ISOSDB276
TLL21_bin_7_filtered_results_setID_4_seq_2	ISOSDB277
TLL22_bin_14_filtered_results_setID_10_seq_8	ISOSDB278
TLL22_bin_28_filtered_results_setID_3_seq	ISOSDB279
TLL22_bin_36_filtered_results_setID_2_seq_4	ISOSDB280
TLL22_bin_36_filtered_results_setID_2_seq_8	ISOSDB281
TLL22_bin_3_filtered_results_setID_2_seq	ISOSDB282
TLL22_bin_64_filtered_results_setID_3_seq_2	ISOSDB283
TLL22_bin_80_filtered_results_setID_2_seq	ISOSDB284
TLL22_bin_80_filtered_results_setID_2_seq_2	ISOSDB285
TLL22_bin_80_filtered_results_setID_3_seq	ISOSDB286
TLL22_bin_80_filtered_results_setID_3_seq_3	ISOSDB287
TLL22_bin_84_filtered_results_setID_1_seq	ISOSDB288
TLL22_bin_88_filtered_results_setID_12_seq	ISOSDB289
TLL23_bin_34_filtered_results_setID_6_seq	ISOSDB290
TLL23_bin_3_filtered_results_setID_4_seq	ISOSDB291
TLL23_bin_91_filtered_results_setID_2_seq	ISOSDB292
TLL23_bin_91_filtered_results_setID_3_seq	ISOSDB293
TLL24_bin_30_filtered_results_setID_2_seq	ISOSDB294
TLL24_bin_31_filtered_results_setID_4_seq	ISOSDB295
TLL24_bin_43_filtered_results_setID_4_seq	ISOSDB296
TLL24_bin_60_filtered_results_setID_12_seq_2	ISOSDB297
TLL25_bin_31_filtered_results_setID_2_seq	ISOSDB298
TLL25_bin_31_filtered_results_setID_5_seq_2	ISOSDB299
TLL25_bin_31_filtered_results_setID_6_seq	ISOSDB300
TLL25_bin_36_filtered_results_setID_4_seq_2	ISOSDB301
TLL25_bin_42_filtered_results_setID_1_seq	ISOSDB302
TLL25_bin_53_filtered_results_setID_1_seq	ISOSDB303
TLL25_bin_5_filtered_results_setID_2_seq	ISOSDB304
TLL25_bin_5_filtered_results_setID_4_seq	ISOSDB305
TLL25_bin_5_filtered_results_setID_6_seq	ISOSDB306
TLL25_bin_5_filtered_results_setID_7_seq	ISOSDB307
TLL25_bin_5_filtered_results_setID_8_seq	ISOSDB308
TLL25_bin_68_filtered_results_setID_1_seq	ISOSDB309
TLL25_bin_68_filtered_results_setID_2_seq	ISOSDB310
TLL25_bin_89_filtered_results_setID_3_seq	ISOSDB311
TLL25_bin_9_filtered_results_setID_2_seq_2	ISOSDB312
TLL26_bin_104_filtered_results_setID_2_seq	ISOSDB313
TLL26_bin_53_filtered_results_setID_1_seq	ISOSDB314
TLL26_bin_72_filtered_results_setID_1_seq	ISOSDB315
TLL26_bin_80_filtered_results_setID_1_seq	ISOSDB316
TLL26_bin_85_filtered_results_setID_2_seq	ISOSDB317
TLL26_bin_95_filtered_results_setID_1_seq	ISOSDB318
TLL27_bin_26_filtered_results_setID_4_seq	ISOSDB319
TLL27_bin_33_filtered_results_setID_5_seq_7	ISOSDB320
TLL27_bin_36_filtered_results_setID_3_seq	ISOSDB321
TLL27_bin_37_filtered_results_setID_4_seq_2	ISOSDB322
TLL27_bin_38_filtered_results_setID_2_seq	ISOSDB323
TLL27_bin_40_filtered_results_setID_5_seq_3	ISOSDB324
TLL27_bin_46_filtered_results_setID_2_seq_3	ISOSDB325
TLL27_bin_51_filtered_results_setID_3_seq_10	ISOSDB326
TLL27_bin_52_filtered_results_setID_1_seq	ISOSDB327
TLL27_bin_52_filtered_results_setID_2_seq	ISOSDB328
TLL28_bin_104_filtered_results_setID_5_seq	ISOSDB329
TLL28_bin_107_filtered_results_setID_6_seq_2	ISOSDB330
TLL28_bin_107_filtered_results_setID_9_seq	ISOSDB331
TLL28_bin_107_filtered_results_setID_9_seq_8	ISOSDB332
TLL28_bin_107_filtered_results_setID_9_seq_11	ISOSDB333
TLL28_bin_125_filtered_results_setID_1_seq	ISOSDB334
TLL28_bin_128_filtered_results_setID_1_seq_4	ISOSDB335
TLL28_bin_72_filtered_results_setID_2_seq_8	ISOSDB336
TLL28_bin_72_filtered_results_setID_4_seq	ISOSDB337
TLL28_bin_72_filtered_results_setID_5_seq	ISOSDB338
TLL28_bin_72_filtered_results_setID_7_seq_4	ISOSDB339
TLL28_bin_82_filtered_results_setID_1_seq_4	ISOSDB340
TLL28_bin_83_filtered_results_setID_2_seq	ISOSDB341
TLL29_bin_32_filtered_results_setID_1_seq	ISOSDB342
TLL29_bin_33_filtered_results_setID_5_seq	ISOSDB343
TLL29_bin_72_filtered_results_setID_3_seq	ISOSDB344
TLL29_bin_72_filtered_results_setID_5_seq_5	ISOSDB345
TLL29_bin_84_filtered_results_setID_4_seq_2	ISOSDB346
TLL30_bin_134_filtered_results_setID_4_seq_2	ISOSDB347
TLL30_bin_160_filtered_results_setID_1_seq	ISOSDB348
TLL30_bin_161_filtered_results_setID_5_seq	ISOSDB349
TLL30_bin_169_filtered_results_setID_1_seq	ISOSDB350
TLL30_bin_169_filtered_results_setID_3_seq	ISOSDB351
TLL30_bin_172_filtered_results_setID_2_seq_4	ISOSDB352
TLL30_bin_174_filtered_results_setID_1_seq	ISOSDB353
TLL30_bin_175_filtered_results_setID_1_seq	ISOSDB354
TLL30_bin_176_filtered_results_setID_5_seq	ISOSDB355
TLL30_bin_189_filtered_results_setID_2_seq	ISOSDB356
TLL30_bin_25_filtered_results_setID_1_seq	ISOSDB357
TLL30_bin_26_filtered_results_setID_1_seq	ISOSDB358
TLL30_bin_56_filtered_results_setID_5_seq	ISOSDB359
TLL30_bin_65_filtered_results_setID_1_seq	ISOSDB360
TLL30_bin_80_filtered_results_setID_1_seq	ISOSDB361
TLL30_bin_88_filtered_results_setID_4_seq	ISOSDB362
TLL30_bin_88_filtered_results_setID_4_seq_2	ISOSDB363
TLL30_bin_8_filtered_results_setID_1_seq	ISOSDB364
TLL30_bin_93_filtered_results_setID_2_seq_2	ISOSDB365
TLL30_bin_9_filtered_results_setID_3_seq_3	ISOSDB366
TLL31_bin_131_filtered_results_setID_2_seq	ISOSDB367
TLL31_bin_133_filtered_results_setID_2_seq	ISOSDB368
TLL31_bin_142_filtered_results_setID_1_seq	ISOSDB369
TLL31_bin_151_filtered_results_setID_1_seq_2	ISOSDB370
TLL31_bin_172_filtered_results_setID_1_seq	ISOSDB371
TLL31_bin_175_filtered_results_setID_1_seq_2	ISOSDB372
TLL31_bin_182_filtered_results_setID_1_seq	ISOSDB373
TLL31_bin_28_filtered_results_setID_2_seq	ISOSDB374
TLL31_bin_2_filtered_results_setID_1_seq_2	ISOSDB375
TLL31_bin_31_filtered_results_setID_1_seq	ISOSDB376
TLL31_bin_31_filtered_results_setID_1_seq_2	ISOSDB377
TLL31_bin_31_filtered_results_setID_1_seq_3	ISOSDB378
TLL31_bin_31_filtered_results_setID_1_seq_4	ISOSDB379
TLL31_bin_49_filtered_results_setID_1_seq	ISOSDB380
TLL31_bin_50_filtered_results_setID_1_seq	ISOSDB381
TLL31_bin_64_filtered_results_setID_2_seq	ISOSDB382
TLL31_bin_73_filtered_results_setID_1_seq	ISOSDB383
TLL31_bin_84_filtered_results_setID_3_seq	ISOSDB384
TLL31_bin_90_filtered_results_setID_3_seq	ISOSDB385
TLL32_bin_45_filtered_results_setID_1_seq	ISOSDB386
TLL32_bin_45_filtered_results_setID_2_seq	ISOSDB387
TLL33_bin_10_filtered_results_setID_1_seq	ISOSDB388
TLL33_bin_60_filtered_results_setID_1_seq	ISOSDB389
TLL33_bin_63_filtered_results_setID_2_seq	ISOSDB390
TLL33_bin_64_filtered_results_setID_3_seq	ISOSDB391
TLL33_bin_79_filtered_results_setID_2_seq	ISOSDB392
TLL34_bin_65_filtered_results_setID_1_seq	ISOSDB393
TLL34_bin_65_filtered_results_setID_2_seq	ISOSDB394
TLL34_bin_74_filtered_results_setID_7_seq_5	ISOSDB395
TLL34_bin_7_filtered_results_setID_4_seq_2	ISOSDB396
TLL34_bin_9_filtered_results_setID_1_seq	ISOSDB397
TLL34_bin_9_filtered_results_setID_4_seq	ISOSDB398
TLL34_bin_9_filtered_results_setID_4_seq_2	ISOSDB399
TLL35_bin_1_filtered_results_setID_1_seq	ISOSDB400
TLL35_bin_24_filtered_results_setID_1_seq	ISOSDB401
TLL35_bin_34_filtered_results_setID_4_seq	ISOSDB402
TLL35_bin_6_filtered_results_setID_5_seq	ISOSDB403
TLL35_bin_82_filtered_results_setID_3_seq	ISOSDB404
TLL36_bin_10_filtered_results_setID_4_seq	ISOSDB405
TLL36_bin_17_filtered_results_setID_3_seq	ISOSDB406
TLL36_bin_40_filtered_results_setID_1_seq	ISOSDB407
TLL36_bin_63_filtered_results_setID_1_seq	ISOSDB408
TLL37_bin_14_filtered_results_setID_3_seq	ISOSDB409
TLL37_bin_15_filtered_results_setID_1_seq	ISOSDB410
TLL37_bin_15_filtered_results_setID_4_seq	ISOSDB411
TLL37_bin_25_filtered_results_setID_1_seq_18	ISOSDB412
TLL37_bin_34_filtered_results_setID_4_seq	ISOSDB413
TLL37_bin_34_filtered_results_setID_5_seq	ISOSDB414
TLL37_bin_63_filtered_results_setID_9_seq	ISOSDB415
TLL37_bin_92_filtered_results_setID_2_seq	ISOSDB416
TLL38_bin_104_filtered_results_setID_1_seq	ISOSDB417
TLL38_bin_1_filtered_results_setID_1_seq	ISOSDB418
TLL38_bin_25_filtered_results_setID_1_seq	ISOSDB419
TLL38_bin_27_filtered_results_setID_7_seq	ISOSDB420
TLL38_bin_30_filtered_results_setID_9_seq	ISOSDB421
TLL38_bin_33_filtered_results_setID_2_seq	ISOSDB422
TLL38_bin_33_filtered_results_setID_3_seq	ISOSDB423
TLL38_bin_34_filtered_results_setID_1_seq	ISOSDB424
TLL38_bin_35_filtered_results_setID_2_seq	ISOSDB425
TLL38_bin_58_filtered_results_setID_2_seq	ISOSDB426
TLL38_bin_64_filtered_results_setID_4_seq	ISOSDB427
TLL38_bin_67_filtered_results_setID_2_seq	ISOSDB428
TLL38_bin_67_filtered_results_setID_8_seq_3	ISOSDB429
TLL38_bin_70_filtered_results_setID_2_seq	ISOSDB430
